Size, Proteins
2,"Undefined functionlin:LIN_RS15105","Glycosyl hydrolase family 31lin:LIN_RS01120(1)"
2,"3-isopropylmalate dehydrogenasellw:KW2_RS05880(2)","Von Willebrand factor domain-containing proteinllw:KW2_RS10415(4)"
2,"Hypothetical proteingm04291:LFA_RS00070","Hypothetical proteingm04291:LFA_RS02100(1)"
2,"Hypothetical proteinemr:MR76_RS03625","Hypothetical proteinemr:MR76_RS00640(2)"
2,"Conserved exported protein of unknown functiondrt:DRET_RS08600","Conserved exported protein of unknown functiondrt:DRET_RS06770"
2,"Fimbrial proteingm04291:LFA_RS13260","Conjugal transfer protein TraIgm04291:LFA_RS13170(4)"
2,"Antigenic heat-stable protein surface proteinrbo:A1I_RS04775(1)","Antigenic heat-stable protein surface proteinrbo:A1I_RS04775(3)"
2,"Hypothetical proteinacn:ACIS_RS01240","Hypothetical proteinacn:ACIS_RS00255"
2,"Adenosine monophosphate-protein hydrolase SidDlpe:LP12_RS12260","Multifunctional virulence effector protein DrrAlpe:LP12_RS12255(1)"
2,"Hypothetical proteinbbk:BARBAKC583_RS00945","Membrane proteinbbk:BARBAKC583_RS03025"
2,"Hypothetical proteingdi:GDI_RS03595","Hypothetical proteingdi:GDI_RS03615"
2,"Thymidylate synthasesyd:PL2382","ABC transportersyd:PL724"
2,"Hypothetical proteinate:ATHE_RS06785","Hypothetical proteinate:ATHE_RS09385"
2,"Prenyltransferaseksk:KSE_RS08900","Hypothetical proteinksk:KSE_RS08875"
2,"Hypothetical proteinksk:KSE_RS15995","Phosphotransferaseksk:KSE_RS16010"
2,"Hypothetical proteinblo:PL1111","Hypothetical proteinblo:PL287"
2,"Hypothetical protein, unknown functionldo:LDBPK_221000","Hypothetical protein, unknown functionldo:LDBPK_201590"
2,"ABC transporter substrate-binding proteintit:THIT_RS08670(6)","Hypothetical proteintit:THIT_RS10940"
2,"Hypothetical proteinbja:BLL1570","Hypothetical proteinbja:BLL1569"
2,"Hypothetical proteinbhy:BHWA1_RS11640","Hypothetical proteinbhy:BHWA1_RS07295"
2,"Hypothetical proteinecle:ECNIH2_RS25440","Membrane proteinecle:ECNIH2_RS25445"
2,"HEAT domain-containing proteinmmq:MMARC5_0691","Hypothetical proteinmmq:MMARC5_0692"
2,"Thiamine biosynthesis protein ThiFaol:S58_RS35180","Hypothetical proteinaol:S58_RS35170"
2,"Expansin family proteinsna:SNAS_RS05475","Cell wall proteinsna:SNAS_RS05470"
2,"Hypothetical proteinnhl:NHAL_RS17725","Hypothetical proteinnhl:NHAL_RS02170"
2,"Hypothetical proteinamaa:AMAD1_RS06065","Plasmid-related proteinamaa:AMAD1_RS06030"
2,"MoxR-like ATPasebbac:EP01_RS00965(3)","Hypothetical proteinbbac:EP01_RS10175"
2,"Hypothetical proteindgo:DGO_RS06235","Hypothetical proteindgo:DGO_RS06245"
2,"Hypothetical proteinamz:B737_RS25735","Hypothetical proteinamz:B737_RS01915"
2,"Hypothetical proteingm04411:JI59_RS23250","PRTRC system protein Egm04411:JI59_RS23260"
2,"Hypothetical proteingm03772:SB48_RS15155","Lambda repressor-like DNA-binding domain-containing proteingm03772:SB48_RS15165"
2,"Tail tubular protein Bngg:RG540_RS06845","Tail tubular protein Angg:RG540_RS06840"
2,"Hypothetical proteincan:CYAN10605_RS03345","Hypothetical proteincan:CYAN10605_RS14630"
2,"Hypothetical proteinlpa:LPA_RS08505","Predicted in CGMlpa:PS3263"
2,"Hypothetical proteinbast:BAST_RS06235","Hypothetical proteinbast:BAST_RS06240"
2,"Hypothetical proteinshn:SHEWANA3_RS22825","Hypothetical proteinshn:SHEWANA3_RS22820"
2,"Type II secretion pathway protein XcpWhel:HELO_RS12050","Pilus assembly protein PilZhel:HELO_RS12015"
2,"Lipoproteindas:DAES_RS16605","Hypothetical proteindas:DAES_RS10425"
2,"Hypothetical proteingm04214:GSUB_RS06785","Hisitdine kinasegm04214:GSUB_RS13540"
2,"Hypothetical proteinamaa:AMAD1_RS07995","LysR family transcriptional regulatoramaa:AMAD1_RS13535"
2,"Hypothetical proteinbbe:BBR47_RS28525","Beta-mannanasebbe:BBR47_RS28535"
2,"Putative type II/IV secretion system membrane proteinpai:PAE0776","Hypothetical proteinpai:PAE3151"
2,"Hypothetical proteingm04466:EG14_RS09850(2)","Hypothetical proteingm04466:EG14_RS09845"
2,"Hypothetical proteinmbu:MBUR_1118(2)","Hypothetical proteinmbu:MBUR_1118(1)"
2,"Hypothetical proteingm03692:AXYLO_4435","Hypothetical proteingm03692:AXYLO_4436"
2,"Hypothetical proteindas:DAES_RS09260","Hypothetical proteindas:DAES_RS00035"
2,"Hypothetical proteingm04415:VN24_RS10830","Hypothetical proteingm04415:VN24_RS10730"
2,"Hypothetical proteingm03711:U876_RS23260","Hypothetical proteingm03711:U876_RS23045"
2,"Prophage ps1 protein 17llr:LLH_RS12225","Prophage pi3 protein 04llr:LLH_RS10045"
2,"Hypothetical proteingm03150:MCHK_RS20145","Peptidase S8gm03150:MCHK_RS20150"
2,"Hypothetical proteinbdh:GV66_RS19105","Hypothetical proteinbdh:GV66_RS19120"
2,"Hypothetical proteinbvi:BCEP1808_RS33595","Hypothetical proteinbvi:BCEP1808_RS33850"
2,"Prophage ps2 protein 10lgr:LCGT_RS08975","Prophage ps2 protein 13lgr:LCGT_RS08960"
2,"Hypothetical proteinaho:AHOS_0426","Hypothetical proteinaho:AHOS_0427"
2,"Hypothetical proteinpmf:P9303_RS05785","Predicted protein family PM-8pmf:P9303_RS08860"
2,"Hypothetical proteingm04087:CSK29544_RS20980","Hypothetical proteingm04087:CSK29544_RS14410"
2,"Hypothetical proteingbm:GBEM_RS14045","Lipoproteingbm:GBEM_RS09725"
2,"Hypothetical proteinpsab:PSAB_RS03515","Hypothetical proteinpsab:PSAB_RS03520"
2,"Hypothetical proteingm03720:AA314_RS42930(1)","Hypothetical proteingm03720:AA314_RS02935"
2,"Hypothetical proteintte:TTE_RS04150","Hypothetical proteintte:TTE_RS04030"
2,"Hypothetical proteingm04292:LHA_RS03260","Hypothetical proteingm04292:LHA_RS04665"
2,"Hypothetical proteingag:GLAAG_RS19925","Hypothetical proteingag:GLAAG_RS19930"
2,"Lipoproteinslr:L21SP2_RS00330","Valyl-tRNA synthetaseslr:L21SP2_RS13955"
2,"Hypothetical proteinglj:GKIL_RS08375","Diacylglyceryl transferaseglj:GKIL_RS08380"
2,"Hypothetical proteincav:RT28_RS01220","Membrane proteincav:RT28_RS01310"
2,"Hypothetical proteinamac:MASE_RS00250","Glucan biosynthesis protein Gamac:MASE_RS19010(1)"
2,"Hypothetical proteinmad:HP15_RS11285","Hypothetical proteinmad:HP15_RS05930"
2,"Hypothetical proteinbyi:BYI23_RS37925","Hypothetical proteinbyi:BYI23_RS37920"
2,"ATPasegm03724:ACHR_RS06200(1)","ATPasegm03724:ACHR_RS06200(2)"
2,"Hypothetical proteincyt:CCE_RS13070","Hypothetical proteincyt:CCE_RS02380"
2,"Hypothetical proteinrcp:RCAP_RS05365","Hypothetical proteinrcp:RCAP_RS09915"
2,"Hypothetical proteindrt:PL1943","Hypothetical proteindrt:DRET_RS03510"
2,"Hypothetical proteinant:ARNIT_RS00240","Hypothetical proteinant:ARNIT_RS00425"
2,"Hypothetical proteinafs:AFR_RS02870","Hypothetical proteinafs:AFR_RS02865"
2,"Methyl-accepting chemotaxis proteincac:CA_C1702","Hypothetical proteincac:CA_C0655"
2,"Flagellar protein Fgm03634:HA72_1327","Hypothetical proteingm03634:HA72_1329"
2,"Hypothetical proteingm04291:LFA_RS05485","Hypothetical proteingm04291:LFA_RS17040"
2,"Hypothetical proteinach:ACHL_RS17565(3)","Hypothetical proteinach:ACHL_RS17560"
2,"Hypothetical proteingm04411:JI59_RS14025","Pilus assembly proteingm04411:JI59_RS03160"
2,"Hypothetical proteinslr:L21SP2_RS00155","Hypothetical proteinslr:L21SP2_RS00785"
2,"Phosphoesteraselcn:C270_RS03570","Lactoylglutathione lyaselcn:C270_RS00335"
2,"Secreted proteinsco:SCO3513","Hypothetical proteinsco:SCO3516"
2,"Membrane proteingm03692:AXYLO_2720","Membrane proteingm03692:AXYLO_2928"
2,"Hypothetical proteinnar:SARO_RS07580","Hypothetical proteinnar:SARO_RS08080"
2,"Lipoproteingm03724:ACHR_RS16690","Hypothetical proteingm03724:ACHR_RS09565"
2,"Hypothetical proteinmad:PL1483","Hypothetical proteinmad:HP15_RS09195"
2,"Hypothetical proteinabs:AZOBR_RS15130","Hypothetical proteinabs:AZOBR_RS15125"
2,"Hypothetical proteingm04052:LT85_RS16500","Hypothetical proteingm04052:LT85_RS19295"
2,"Hypothetical proteingm03635:BRM9_RS08100","Hypothetical proteingm03635:BRM9_RS03815"
2,"Transcription antiterminator BglGmhd:MARKY_RS00905","Hypothetical proteinmhd:MARKY_RS00895"
2,"Hypothetical proteinahr:V428_RS05825(2)","Putative exported proteinahr:V428_RS05825(1)"
2,"Toxin coregulated pilus biosynthesis protein Bvfi:VF_A0874","Toxin coregulated pilus biosynthesis protein Dvfi:VF_A0870"
2,"Bacteriocinaaa:ACAV_RS02250","Hypothetical proteinaaa:ACAV_RS03805"
2,"Hypothetical proteinpaj:PAJ_RS03280","Hypothetical proteinpaj:PAJ_RS04840"
2,"Secreted proteinksk:KSE_RS23300","Hypothetical proteinksk:KSE_RS31005"
2,"Hypothetical proteincyt:CCE_RS12800","Hypothetical proteincyt:CCE_RS18725"
2,"Hypothetical proteingm04466:EG14_RS02990","Hypothetical proteingm04466:EG14_RS00445"
2,"Hypothetical proteinshc:SHELL_0193(1)","Hypothetical proteinshc:SHELL_0193(2)"
2,"Hypothetical proteinddr:DEIDE_RS14575(1)","Hypothetical proteinddr:DEIDE_RS14575(2)"
2,"Hypothetical proteinaho:AHOS_0171","Membrane proteinaho:AHOS_0176"
2,"Hypothetical proteinksk:KSE_RS00300","Hypothetical proteinksk:KSE_RS00295"
2,"Putative type III effector proteinrsc:RCFBP_RS08865","Type III effector protein chaperonersc:RCFBP_RS08870"
2,"Hypothetical proteingm04436:AB870_RS02785","Hypothetical proteingm04436:AB870_RS02780"
2,"Peptidasebdo:EL88_RS12845","Hypothetical proteinbdo:EL88_RS12875"
2,"MRNA interferase PemKddh:DESDE_RS04005","Hypothetical proteinddh:DESDE_RS04765"
2,"Hypothetical proteinapk:APA386B_RS11100","Hypothetical proteinapk:APA386B_RS07955"
2,"Hypothetical proteindbr:DEBA_RS08035","Hypothetical proteindbr:DEBA_RS08010"
2,"Conserved hypothethical proteingm04088:RR42_RS36160","Membrane proteingm04088:RR42_RS28915"
2,"Hypothetical proteindde:DDE_RS16380","Hypothetical proteindde:DDE_RS10200"
2,"Hypothetical proteinson:PS5815","Hypothetical proteinson:PL3646"
2,"Conserved membrane protein of unknown functionnkr:NKOR_06730","Hypothetical proteinnkr:NKOR_08075"
2,"Hypothetical proteinbtre:F542_RS02630","Hypothetical proteinbtre:F542_RS02645"
2,"Hypothetical proteingm04292:LHA_RS05780","Ankyringm04292:LHA_RS04085"
2,"Mga helix-turn-helix domainefl:EF62_RS06135(1)","Mga helix-turn-helix domainefl:EF62_RS06135(2)"
2,"Hypothetical proteinhac:HAC_RS07580","Hypothetical proteinhac:HAC_RS06310"
2,"Type 11 methyltransferasebdh:GV66_RS19510","Hypothetical proteinbdh:GV66_RS19515"
2,"Flagellar protein FlgAafs:AFR_RS40120","Hypothetical proteinafs:AFR_RS15605"
2,"Membrane proteingm03843:BBS798_RS17000","Hypothetical proteingm03843:BBS798_RS16830"
2,"Aldose 1-epimeraselgr:LCGT_RS09450","50S ribosomal protein L19lgr:LCGT_RS03825"
2,"Occludin/ELL family proteincgc:CYAGR_RS09880","Hypothetical proteincgc:CYAGR_RS15735"
2,"Hypothetical proteingm04288:LG36_RS05420","Hypothetical proteingm04288:LG36_RS03925"
2,"Transcriptional regulatorlcn:C270_RS03075","Peptidoglycan-binding protein LysMlcn:C270_RS04810"
2,"Hypothetical proteingm03820:VU15_RS08620(2)","Hypothetical proteingm03820:VU15_RS08620(1)"
2,"Hypothetical proteinhhi:HAH_4145","Hypothetical proteinhhi:HAH_2894"
2,"Hypothetical proteinddl:DESDI_RS11935","Type II secretory pathway, component PulKddl:DESDI_RS11925(1)"
2,"Hypothetical proteinacn:PL875(1)","Hypothetical proteinacn:ACIS_RS03710"
2,"Hypothetical proteinecas:ECBG_RS10735","ABC superfamily ATP binding cassette transporter, ABC proteinecas:ECBG_RS11235"
2,"Hypothetical proteinaho:AHOS_1447","Hypothetical proteinaho:AHOS_0947"
2,"Conjugal transfer proteintap:GZ22_RS17655","Conjugal transfer proteintap:GZ22_RS17650"
2,"Predicted in CGMcbg:CBUG_RS04400","Predicted in CGMcbg:CBUG_RS05160(1)"
2,"Cytoplasm proteinang:ANI_1_1576034(1)","Hypothetical proteinang:ANI_1_1142034(2)"
2,"Drug/metabolite exporter, drug/metabolite transporterpfa:PF07_0064","Conserved Plasmodium protein, unknown functionpfa:PF14_0103"
2,"Hypothetical proteinddh:DESDE_RS19725","Hypothetical proteinddh:DESDE_RS20285"
2,"Hypothetical proteinmbu:MBUR_0978(2)","Hypothetical proteinmbu:MBUR_0978(1)"
2,"Hypothetical proteinnha:NHAM_RS21835","Transcriptional regulatornha:NHAM_RS21865"
2,"Hypothetical proteingm03719:AMETH_RS11105","Hypothetical proteingm03719:AMETH_RS11110"
2,"Hypothetical proteingm03616:BD94_RS19855","Hypothetical proteingm03616:BD94_RS02935"
2,"Cytochrome C proteingm04214:GSUB_RS02930(6)","Hypothetical proteingm04214:GSUB_RS11485"
2,"Hypothetical proteingm04458:H744_RS22185","Hypothetical proteingm04458:H744_RS16675"
2,"Hypothetical proteingm04034:VO01_RS00435","Hypothetical proteingm04034:VO01_RS13750"
2,"Hypothetical proteinddh:DESDE_RS03075","DNA-directed RNA polymerase sigma-70 factorddh:DESDE_RS03055"
2,"Prophage ps1 protein 04llr:LLH_RS10905","Prophage pi1 protein 04llr:LLH_RS10305"
2,"Hypothetical proteinfpl:FERP_1867","CRISPR-associated protein, Cas4 familyfpl:FERP_1862"
2,"Hypothetical proteingm04473:EG09_RS02660","Hypothetical proteingm04473:EG09_RS02645"
2,"Hypothetical proteinabq:ABAZ39_RS12945","Hypothetical proteinabq:ABAZ39_RS06710"
2,"Uncharacterised proteineac:EAL2_RS03670","Putative membrane proteineac:EAL2_RS00045"
2,"Lipoproteinglj:GKIL_RS08190","Hypothetical proteinglj:GKIL_RS07220"
2,"Hypothetical proteinafl:AFLV_RS10850","Spore coat proteinafl:AFLV_RS10830"
2,"Hypothetical proteindet:DET_RS00765","Hypothetical proteindet:DET_RS06435"
2,"Hypothetical proteinhau:PL1290","Hypothetical proteinhau:PL1291"
2,"Hypothetical proteinbja:BLR1817","Nodulation protein NolBbja:BLR1812"
2,"D-alanyl-lipoteichoic acid biosynthesis proteinsuh:SAMSHR1132_RS04115","Phenol soluble modulin 1suh:SAMSHR1132_RS05325"
2,"Hypothetical proteinorh:ORNRH_RS05035","Hypothetical proteinorh:ORNRH_RS03760"
2,"Hypothetical proteinsus:ACID_RS23860","Hypothetical proteinsus:ACID_RS20210"
2,"Hypothetical proteinhmo:HM1_RS12445","Cobalamin-binding proteinhmo:HM1_RS12440(2)"
2,"Hypothetical proteingm04088:RR42_RS14210","Hypothetical proteingm04088:RR42_RS09145"
2,"Hypothetical proteinmfe:MEFER_0879","Csm1 family CRISPR-associated proteinmfe:MEFER_0971(3)"
2,"Hypothetical proteincav:RT28_RS04165","Membrane proteincav:RT28_RS03485"
2,"Hypothetical proteinosp:ODOSP_RS04630(1)","Hypothetical proteinosp:ODOSP_RS04630(2)"
2,"Hypothetical proteingbe:GBCGDNIH1_RS07965","Hypothetical proteingbe:GBCGDNIH1_RS07985"
2,"Competence protein ComXlcn:C270_RS01255","Hypothetical proteinlcn:C270_RS06150"
2,"Membrane proteinpsu:PSESU_RS10745","Hypothetical proteinpsu:PSESU_RS14310"
2,"Hypothetical proteinefl:EF62_RS01580","Hypothetical proteinefl:PS2577"
2,"Peptidase M15B and M15C, D,D-carboxypeptidase VanY/endolysinbja:BLL4234","Hypothetical proteinbja:BSL7546"
2,"Exported serine/threonine protein kinasepfa:MAL7P1.91(2)","Conserved Plasmodium protein, unknown functionpfa:PF14_0583(1)"
2,"Hypothetical proteinrbo:A1I_RS02875","Unknownrbo:A1I_RS01620"
2,"Predicted in CGMngo:PS2636","Molecular chaperone HscAngo:NGO0829(1)"
2,"Hypothetical proteinpmb:A9601_RS14455","Lectin subunit alphapmb:A9601_RS14330"
2,"Hypothetical proteinddh:DESDE_RS02510","Hypothetical proteinddh:DESDE_RS10055"
2,"Hypothetical proteingm04061:SB89_RS06150","Hypothetical proteingm04061:SB89_RS04150"
2,"Hypothetical proteingm03716:AM2010_RS10585","Hypothetical proteingm03716:AM2010_RS04230"
2,"Hypothetical proteingm03333:ACATY_RS02075","Hypothetical proteingm03333:ACATY_RS04850"
2,"DNA polymerase elongation subunitgm03855:DO75_RS07780","Glyceraldehyde-3-phosphate dehydrogenasegm03855:DO75_RS05885"
2,"Hypothetical proteintbo:PS2961","Hypothetical proteintbo:PS752"
2,"Hypothetical proteingm03941:DR61_RS18105","Bacteriophage proteingm03941:DR61_RS06905"
2,"Sodium:proton antiportersaz:SAMA_RS04385(3)","Sodium:proton antiportersaz:SAMA_RS04385(2)"
2,"Hypothetical proteingm04087:CSK29544_RS21450(1)","Hypothetical proteingm04087:CSK29544_RS13135"
2,"Lipoproteincax:CATYP_RS00700(1)","Lipoproteincax:CATYP_RS00700(2)"
2,"Hypothetical proteinbja:BLL7511","Hypothetical proteinbja:BLL8256"
2,"Hypothetical proteinsyg:SYNC_RS12770","Hypothetical proteinsyg:SYNC_RS03910"
2,"Hypothetical proteinalu:BB31_24325","Hypothetical proteinalu:BB31_24335"
2,"Hypothetical proteinead:OV14_RS07740","Hypothetical proteinead:OV14_RS25640"
2,"Hypothetical proteinhbu:HBUT_0237","Hypothetical proteinhbu:HBUT_0484"
2,"UPF0153 protein VC_1057sbz:A464_RS11260","Membrane proteinsbz:A464_RS13505"
2,"Alpha-ketoglutarate decarboxylasecav:RT28_RS04160","Hypothetical proteincav:RT28_RS00460"
2,"Peptidasesco:SCO1364","Hypothetical proteinsco:SCO7065"
2,"Hypothetical proteingm04419:PGRAT_RS20430(3)","Hypothetical proteingm04419:PGRAT_RS20430(2)"
2,"Hypothetical proteincag:CAGG_RS02670","Hypothetical proteincag:CAGG_RS02825"
2,"Cytochrome Cgeo:GEOB_RS08635","Cytochrome Cgeo:GEOB_RS08630(2)"
2,"Predicted in CGMswi:SWIT_RS07200","Hypothetical proteinswi:SWIT_RS13210"
2,"Pathogenicity determinant protein pdpCgm04198:CH68_RS00505(1)","Pathogenicity determinant protein pdpCgm04198:CH68_RS00505(2)"
2,"RHS repeat-associated core domain-containing proteinacy:ANACY_RS28390(8)","RHS repeat-associated core domain-containing proteinacy:ANACY_RS28390(10)"
2,"Hypothetical proteinmgm:MMC1_RS13355","Hypothetical proteinmgm:MMC1_RS13350"
2,"Hypothetical proteingm04060:CGLAR1_RS07010","Hypothetical proteingm04060:CGLAR1_RS06945"
2,"Hypothetical proteinmpg:THEBA_RS00360","Hypothetical proteinmpg:THEBA_RS04700"
2,"Pilus assembly proteinsbb:SBAL175_RS03500(2)","Pilus assembly proteinsbb:SBAL175_RS03500(1)"
2,"Hypothetical proteinamt:AMET_RS12715","Transcriptional regulatoramt:AMET_RS12725"
2,"Hypothetical proteincai:CACI_RS29750","Hypothetical proteincai:CACI_RS34405"
2,"Hypothetical proteincyn:CYAN7425_RS26595","Hypothetical proteincyn:CYAN7425_RS26605"
2,"XRE family transcriptional regulatoracy:ANACY_RS23190(3)","XRE family transcriptional regulatoracy:ANACY_RS23190(2)"
2,"Hypothetical proteinamz:B737_RS12120","Hypothetical proteinamz:B737_RS41130"
2,"Hypothetical proteinafs:AFR_RS38200","Hypothetical proteinafs:AFR_RS36255"
2,"Hypothetical proteinneu:RK28_RS02700","Hypothetical proteinneu:RK28_RS02690"
2,"Hydroxyquinol 1,2-dioxygenasegm04581:MC45_RS16650","Hydroxyquinol 1,2-dioxygenasegm04581:MC45_RS16645"
2,"Hypothetical proteinpho:PH1192","Hypothetical proteinpho:PH1193"
2,"Leucine Rich Repeat domain proteinafm:AFUA_1G06762(2)","Hypothetical proteinafm:AFUA_8G07190"
2,"Hypothetical proteinabq:ABAZ39_RS00065","Hypothetical proteinabq:ABAZ39_RS19945"
2,"Hypothetical proteinbur:BCEP18194_RS00070(1)","Hypothetical proteinbur:BCEP18194_RS00075"
2,"Hypothetical proteingm03720:AA314_RS22985","Hypothetical proteingm03720:AA314_RS00385"
2,"Resolvase domain-containing protein (modular protein)dly:DEHLY_RS08180","Hypothetical proteindly:DEHLY_RS08175"
2,"Type III secretion,secretion protein, Vgm03709:RY45_RS13960","Type III export protein PscGgm03709:RY45_RS13890"
2,"Hypothetical proteinmgi:MFLV_RS27255","Hypothetical proteinmgi:MFLV_RS27260"
2,"Protein phosphatasecgc:CYAGR_RS12535","Hypothetical proteincgc:CYAGR_RS12530"
2,"Starch binding domain-containing proteinani:AN5463.2(1)","Hypothetical proteinani:AN7532.2"
2,"Outer membrane proteindsf:UWK_RS09880","Multidrug resistance efflux pumpdsf:UWK_RS09875"
2,"Putative adhesin-like proteinmru:MRU_0543","Adhesin-like protein with PMBR domainmru:MRU_1798"
2,"Hypothetical proteinapk:APA386B_RS08315","Hypothetical proteinapk:APA386B_RS08955"
2,"Hypothetical proteinace:ACEL_RS05880","Hypothetical proteinace:ACEL_RS04550"
2,"Hypothetical proteingm04291:LFA_RS09410","Hypothetical proteingm04291:LFA_RS10930"
2,"Hypothetical proteinmfe:MEFER_1041","Hypothetical proteinmfe:MEFER_0140"
2,"Hypothetical proteinmpi:MPET_0134","Hypothetical proteinmpi:MPET_0136"
2,"Major tail shaft subunitgm04032:AB183_RS05935","Phage tail proteingm04032:AB183_RS05930"
2,"Hypothetical proteindds:DDES_RS04930","Pilus assembly protein PilZdds:DDES_RS10180"
2,"Hypothetical proteinmrh:MYCRHN_RS14025","Terminal proteinmrh:MYCRHN_RS14020"
2,"Hypothetical proteindze:DD1591_RS10220","Hypothetical proteindze:DD1591_RS10225"
2,"Stalk cross-band protein StpBaex:ASTEX_RS04880","Hypothetical proteinaex:ASTEX_RS16120"
2,"Hypothetical proteinaho:AHOS_2349","Zn-dependent hydrolaseaho:AHOS_0759"
2,"Membrane proteinpsd:DSC_RS10155","Membrane proteinpsd:DSC_RS15510"
2,"Hydrolase/acyltransferasebbe:BBR47_RS02825","Hypothetical proteinbbe:BBR47_RS23790"
2,"Hypothetical proteinpsd:DSC_RS13835","Membrane proteinpsd:DSC_RS01870"
2,"Endonuclease IVacj:ACAM_0354","CRISPR-associated HD domain-containing proteinacj:ACAM_0356"
2,"Hypothetical proteinafs:AFR_RS05160","Hypothetical proteinafs:AFR_RS07195"
2,"Hypothetical proteinaai:AARI_RS09400","Hypothetical proteinaai:AARI_RS12940"
2,"Phage head fiber proteinbadl:BADO_RS06330","Hypothetical proteinbadl:BADO_RS06335"
2,"Hypothetical proteindfd:DESFE_0638","Hypothetical proteindfd:DESFE_1056"
2,"ADP-heptose synthasebbe:BBR47_RS20160","Anti-sigma factorbbe:BBR47_RS12690"
2,"Tetratricopeptide TPR_2gm03671:SY84_RS08560","Hypothetical proteingm03671:SY84_RS03395"
2,"Conserved Plasmodium protein, unknown functionpfa:PF14_0367","Conserved protein, unknown functionpfa:PFI0145W"
2,"Hypothetical proteincalt:CAL6303_RS01810","Hypothetical proteincalt:CAL6303_RS01835"
2,"Hypothetical proteinmbg:BN140_0624","Hypothetical proteinmbg:BN140_2366"
2,"Hypothetical proteinapt:APA01_RS09885","Hypothetical proteinapt:APA01_RS04300"
2,"Hypothetical proteinbbo:BBOV_II006150","Hypothetical proteinbbo:BBOV_II007570"
2,"Werner syndrome-like proteinate:ATHE_RS04515","Pkd domain-containing proteinate:ATHE_RS10060(1)"
2,"Hypothetical proteinacy:ANACY_RS01005","Hypothetical proteinacy:ANACY_RS00975(1)"
2,"Hypothetical proteinpatr:EV46_RS04735","Hypothetical proteinpatr:EV46_RS04725"
2,"Hypothetical proteinmhd:MARKY_RS05460","Lipoproteinmhd:MARKY_RS05455"
2,"Conserved Apicomplexan protein, unknown functionpfa:PFF1080W","Conserved Plasmodium protein, unknown functionpfa:PFI1660W"
2,"Hypothetical proteinaae:AQ_1185","Hypothetical proteinaae:AQ_388"
2,"Hypothetical proteinbdh:GV66_RS19640","Hypothetical proteinbdh:GV66_RS14105"
2,"Coiled-coil-containing proteingm04291:LFA_RS02825","Substrate of the Dot/Icm secretion systemgm04291:LFA_RS07720"
2,"Hypothetical proteingm04473:EG09_RS00665","Hypothetical proteingm04473:EG09_RS00270"
2,"Hypothetical proteincgc:CYAGR_RS00295","Hypothetical proteincgc:CYAGR_RS06750"
2,"Hypothetical proteincco:CCC13826_1141","Hypothetical proteincco:CCC13826_0595"
2,"Hypothetical proteinafw:ANAE109_RS05115","Hypothetical proteinafw:ANAE109_RS18125"
2,"ABC transportergm04034:VO01_RS13510","Hypothetical proteingm04034:VO01_RS04670"
2,"Hypothetical proteinslr:L21SP2_RS04200","Pilus assembly protein PilZslr:L21SP2_RS09990"
2,"Type III secretion system proteingm04009:JT31_RS22190","Type III secretion proteingm04009:JT31_RS22130"
2,"Hypothetical proteinfno:FNOD_RS09125","Hypothetical proteinfno:FNOD_RS09205"
2,"Hypothetical proteindet:DET_RS06965","Pilus assembly protein PilZdet:DET_RS06955"
2,"Hypothetical proteinbvi:BCEP1808_RS33225","Hypothetical proteinbvi:BCEP1808_RS33180"
2,"Hypothetical membrane proteingm03182:MAMA39_06290","Membrane proteingm03182:MAMA39_04220"
2,"Hypothetical proteingm03671:SY84_RS03930","Hypothetical proteingm03671:SY84_RS08695"
2,"Hypothetical proteinptp:RCA23_RS04155","GTP-binding signal recognition particle SRP54, G- domain-containing proteinptp:RCA23_RS04115"
2,"Hypothetical proteinaja:AJAP_RS34175","Hypothetical proteinaja:AJAP_RS35550"
2,"Multidrug DMT transportergm03720:AA314_RS18855","Cytochrome oxidasegm03720:AA314_RS16700"
2,"Hypothetical proteinrmr:RMAR_RS10645","Hypothetical proteinrmr:RMAR_RS00965"
2,"Hypothetical proteiniag:IGAG_0970","Von Willebrand factor type Aiag:IGAG_0976"
2,"Hypothetical proteinecas:ECBG_RS01685","Hypothetical proteinecas:ECBG_RS10005"
2,"Hypothetical proteinsyg:SYNC_RS05440","Predicted SH3-like domain containing proteinsyg:ST1197"
2,"Hypothetical proteinmph:MLP_RS03135","Hypothetical proteinmph:MLP_RS14290"
2,"Predicted in CGMgm04672:THMC_RS09115","Predicted in CGMgm04672:THMC_RS08500"
2,"Integral membrane proteingm03692:AXYLO_1316","Ortholog of Bordetella pertussis BP2989gm03692:AXYLO_0606"
2,"Hypothetical proteinbbo:BBOV_II006130","Hypothetical proteinbbo:BBOV_I002900"
2,"Hypothetical proteinaym:YM304_RS01155","Hypothetical proteinaym:YM304_RS01160"
2,"Hypothetical proteingm04337:UY43_C0001G0179","Coiled-coil 61..82gm04337:UY43_C0001G0372"
2,"Hypothetical proteinaho:AHOS_1492","Hypothetical proteinaho:AHOS_2156"
2,"Hypothetical proteingm04461:PLANO_RS02745","Sugar kinasegm04461:PLANO_RS02740"
2,"Polysaccharide deacetylaseslr:L21SP2_RS01365(1)","Hypothetical proteinslr:L21SP2_RS05225"
2,"Hypothetical proteinani:AN0518.2","Hypothetical proteinani:AN9185.2"
2,"Hypothetical proteingm04171:AAW08_RS13200","Hypothetical proteingm04171:AAW08_RS14440"
